[[{'label': 'negative', 'score': 0.013476000167429447}, {'label': 'neutral', 'score': 0.4485049843788147}, {'label': 'positive', 'score': 0.538019061088562}]]
[[{'label': 'negative', 'score': 0.002750639570876956}, {'label': 'neutral', 'score': 0.024149419739842415}, {'label': 'positive', 'score': 0.973099946975708}]]
[[{'label': 'negative', 'score': 0.004920239094644785}, {'label': 'neutral', 'score': 0.01752365566790104}, {'label': 'positive', 'score': 0.977556049823761}]]
[[{'label': 'negative', 'score': 0.8478196859359741}, {'label': 'neutral', 'score': 0.14520123600959778}, {'label': 'positive', 'score': 0.0069790673442184925}]]
[[{'label': 'negative', 'score': 0.3284080922603607}, {'label': 'neutral', 'score': 0.6561257243156433}, {'label': 'positive', 'score': 0.015466169454157352}]]
[[{'label': 'negative', 'score': 0.171945720911026}, {'label': 'neutral', 'score': 0.5228504538536072}, {'label': 'positive', 'score': 0.30520379543304443}]]
[[{'label': 'negative', 'score': 0.787494957447052}, {'label': 'neutral', 'score': 0.20321187376976013}, {'label': 'positive', 'score': 0.009293091483414173}]]
[[{'label': 'negative', 'score': 0.8225775361061096}, {'label': 'neutral', 'score': 0.16751648485660553}, {'label': 'positive', 'score': 0.009905959479510784}]]
[[{'label': 'negative', 'score': 0.0026269981171935797}, {'label': 'neutral', 'score': 0.013340960256755352}, {'label': 'positive', 'score': 0.9840319752693176}]]
[[{'label': 'negative', 'score': 0.011711041443049908}, {'label': 'neutral', 'score': 0.9170191884040833}, {'label': 'positive', 'score': 0.07126974314451218}]]
[[{'label': 'negative', 'score': 0.048758044838905334}, {'label': 'neutral', 'score': 0.901669979095459}, {'label': 'positive', 'score': 0.04957203567028046}]]
[[{'label': 'negative', 'score': 0.9118108749389648}, {'label': 'neutral', 'score': 0.08147191256284714}, {'label': 'positive', 'score': 0.00671716732904315}]]
[[{'label': 'negative', 'score': 0.1560397446155548}, {'label': 'neutral', 'score': 0.6863294839859009}, {'label': 'positive', 'score': 0.15763074159622192}]]
[[{'label': 'negative', 'score': 0.009758258238434792}, {'label': 'neutral', 'score': 0.04432617872953415}, {'label': 'positive', 'score': 0.9459155201911926}]]
[[{'label': 'negative', 'score': 0.8509130477905273}, {'label': 'neutral', 'score': 0.13172923028469086}, {'label': 'positive', 'score': 0.01735779643058777}]]
[[{'label': 'negative', 'score': 0.9175089597702026}, {'label': 'neutral', 'score': 0.07752937823534012}, {'label': 'positive', 'score': 0.004961661994457245}]]
[[{'label': 'negative', 'score': 0.0034756269305944443}, {'label': 'neutral', 'score': 0.046776920557022095}, {'label': 'positive', 'score': 0.9497474431991577}]]
[[{'label': 'negative', 'score': 0.5173620581626892}, {'label': 'neutral', 'score': 0.41634905338287354}, {'label': 'positive', 'score': 0.06628881394863129}]]
[[{'label': 'negative', 'score': 0.31004247069358826}, {'label': 'neutral', 'score': 0.606683611869812}, {'label': 'positive', 'score': 0.08327385038137436}]]
[[{'label': 'negative', 'score': 0.04758608713746071}, {'label': 'neutral', 'score': 0.7636305093765259}, {'label': 'positive', 'score': 0.1887834072113037}]]
[[{'label': 'negative', 'score': 0.004277672152966261}, {'label': 'neutral', 'score': 0.033127542585134506}, {'label': 'positive', 'score': 0.962594747543335}]]
[[{'label': 'negative', 'score': 0.20242498815059662}, {'label': 'neutral', 'score': 0.5623888969421387}, {'label': 'positive', 'score': 0.2351861298084259}]]
[[{'label': 'negative', 'score': 0.947559654712677}, {'label': 'neutral', 'score': 0.04529687389731407}, {'label': 'positive', 'score': 0.007143440190702677}]]
[[{'label': 'negative', 'score': 0.045914459973573685}, {'label': 'neutral', 'score': 0.6791106462478638}, {'label': 'positive', 'score': 0.2749749720096588}]]
[[{'label': 'negative', 'score': 0.9041771292686462}, {'label': 'neutral', 'score': 0.08382394909858704}, {'label': 'positive', 'score': 0.011998944915831089}]]
[[{'label': 'negative', 'score': 0.5329223871231079}, {'label': 'neutral', 'score': 0.2955130338668823}, {'label': 'positive', 'score': 0.17156454920768738}]]
[[{'label': 'negative', 'score': 0.8566287159919739}, {'label': 'neutral', 'score': 0.13771505653858185}, {'label': 'positive', 'score': 0.00565619021654129}]]
[[{'label': 'negative', 'score': 0.42990660667419434}, {'label': 'neutral', 'score': 0.5228390097618103}, {'label': 'positive', 'score': 0.04725443571805954}]]
[[{'label': 'negative', 'score': 0.8510155081748962}, {'label': 'neutral', 'score': 0.13537557423114777}, {'label': 'positive', 'score': 0.013608860783278942}]]
[[{'label': 'negative', 'score': 0.9288355112075806}, {'label': 'neutral', 'score': 0.06484128534793854}, {'label': 'positive', 'score': 0.006323183421045542}]]
[[{'label': 'negative', 'score': 0.7478289008140564}, {'label': 'neutral', 'score': 0.19573749601840973}, {'label': 'positive', 'score': 0.0564335472881794}]]
[[{'label': 'negative', 'score': 0.0030589012894779444}, {'label': 'neutral', 'score': 0.013886578381061554}, {'label': 'positive', 'score': 0.9830545783042908}]]
[[{'label': 'negative', 'score': 0.004347954411059618}, {'label': 'neutral', 'score': 0.02313648723065853}, {'label': 'positive', 'score': 0.9725155830383301}]]
[[{'label': 'negative', 'score': 0.47039058804512024}, {'label': 'neutral', 'score': 0.39997753500938416}, {'label': 'positive', 'score': 0.1296318918466568}]]
[[{'label': 'negative', 'score': 0.018297312781214714}, {'label': 'neutral', 'score': 0.09929851442575455}, {'label': 'positive', 'score': 0.8824042081832886}]]
[[{'label': 'negative', 'score': 0.3400940001010895}, {'label': 'neutral', 'score': 0.5607011914253235}, {'label': 'positive', 'score': 0.09920480847358704}]]
[[{'label': 'negative', 'score': 0.013752114959061146}, {'label': 'neutral', 'score': 0.08688940107822418}, {'label': 'positive', 'score': 0.8993585109710693}]]
[[{'label': 'negative', 'score': 0.8346442580223083}, {'label': 'neutral', 'score': 0.15698066353797913}, {'label': 'positive', 'score': 0.008375079371035099}]]
[[{'label': 'negative', 'score': 0.7123777866363525}, {'label': 'neutral', 'score': 0.23249253630638123}, {'label': 'positive', 'score': 0.05512966960668564}]]
[[{'label': 'negative', 'score': 0.03476139158010483}, {'label': 'neutral', 'score': 0.8962649703025818}, {'label': 'positive', 'score': 0.0689736008644104}]]
[[{'label': 'negative', 'score': 0.007776517421007156}, {'label': 'neutral', 'score': 0.9450663328170776}, {'label': 'positive', 'score': 0.0471571646630764}]]
[[{'label': 'negative', 'score': 0.3217557966709137}, {'label': 'neutral', 'score': 0.6020513772964478}, {'label': 'positive', 'score': 0.07619282603263855}]]
[[{'label': 'negative', 'score': 0.6061409115791321}, {'label': 'neutral', 'score': 0.3638004958629608}, {'label': 'positive', 'score': 0.03005853295326233}]]
[[{'label': 'negative', 'score': 0.7811855673789978}, {'label': 'neutral', 'score': 0.20704582333564758}, {'label': 'positive', 'score': 0.011768649332225323}]]
[[{'label': 'negative', 'score': 0.08929020166397095}, {'label': 'neutral', 'score': 0.8641787171363831}, {'label': 'positive', 'score': 0.04653102159500122}]]
[[{'label': 'negative', 'score': 0.04550427943468094}, {'label': 'neutral', 'score': 0.6433894634246826}, {'label': 'positive', 'score': 0.3111061751842499}]]
[[{'label': 'negative', 'score': 0.6910203099250793}, {'label': 'neutral', 'score': 0.2225022315979004}, {'label': 'positive', 'score': 0.08647748082876205}]]
[[{'label': 'negative', 'score': 0.929712176322937}, {'label': 'neutral', 'score': 0.06195170059800148}, {'label': 'positive', 'score': 0.008336115628480911}]]
[[{'label': 'negative', 'score': 0.08846157789230347}, {'label': 'neutral', 'score': 0.6150551438331604}, {'label': 'positive', 'score': 0.29648324847221375}]]
[[{'label': 'negative', 'score': 0.9394579529762268}, {'label': 'neutral', 'score': 0.04924776405096054}, {'label': 'positive', 'score': 0.011294274590909481}]]
[[{'label': 'negative', 'score': 0.007691219914704561}, {'label': 'neutral', 'score': 0.08279868215322495}, {'label': 'positive', 'score': 0.90951007604599}]]
[[{'label': 'negative', 'score': 0.8454077243804932}, {'label': 'neutral', 'score': 0.14748109877109528}, {'label': 'positive', 'score': 0.007111208979040384}]]
[[{'label': 'negative', 'score': 0.9085553288459778}, {'label': 'neutral', 'score': 0.08376272022724152}, {'label': 'positive', 'score': 0.007681874558329582}]]
[[{'label': 'negative', 'score': 0.10474592447280884}, {'label': 'neutral', 'score': 0.8458393812179565}, {'label': 'positive', 'score': 0.049414657056331635}]]
[[{'label': 'negative', 'score': 0.886593759059906}, {'label': 'neutral', 'score': 0.10377342998981476}, {'label': 'positive', 'score': 0.009632855653762817}]]
[[{'label': 'negative', 'score': 0.003712448989972472}, {'label': 'neutral', 'score': 0.023339616134762764}, {'label': 'positive', 'score': 0.972947895526886}]]
[[{'label': 'negative', 'score': 0.4350665211677551}, {'label': 'neutral', 'score': 0.31152480840682983}, {'label': 'positive', 'score': 0.2534087300300598}]]
[[{'label': 'negative', 'score': 0.0035711040254682302}, {'label': 'neutral', 'score': 0.020225703716278076}, {'label': 'positive', 'score': 0.976203203201294}]]
[[{'label': 'negative', 'score': 0.7881174087524414}, {'label': 'neutral', 'score': 0.2012663036584854}, {'label': 'positive', 'score': 0.010616302490234375}]]
[[{'label': 'negative', 'score': 0.8609310984611511}, {'label': 'neutral', 'score': 0.10870583355426788}, {'label': 'positive', 'score': 0.030363092198967934}]]
[[{'label': 'negative', 'score': 0.9635607004165649}, {'label': 'neutral', 'score': 0.03171145170927048}, {'label': 'positive', 'score': 0.004727833904325962}]]
[[{'label': 'negative', 'score': 0.06083539500832558}, {'label': 'neutral', 'score': 0.9104589223861694}, {'label': 'positive', 'score': 0.028705691918730736}]]
[[{'label': 'negative', 'score': 0.6419330835342407}, {'label': 'neutral', 'score': 0.3286086916923523}, {'label': 'positive', 'score': 0.029458200559020042}]]
[[{'label': 'negative', 'score': 0.6556195020675659}, {'label': 'neutral', 'score': 0.24679610133171082}, {'label': 'positive', 'score': 0.09758441150188446}]]
[[{'label': 'negative', 'score': 0.004307225812226534}, {'label': 'neutral', 'score': 0.10135314613580704}, {'label': 'positive', 'score': 0.8943396210670471}]]
[[{'label': 'negative', 'score': 0.07506520301103592}, {'label': 'neutral', 'score': 0.2686207592487335}, {'label': 'positive', 'score': 0.6563140153884888}]]
[[{'label': 'negative', 'score': 0.006333822850137949}, {'label': 'neutral', 'score': 0.013695654459297657}, {'label': 'positive', 'score': 0.9799704551696777}]]
[[{'label': 'negative', 'score': 0.8669663071632385}, {'label': 'neutral', 'score': 0.11914250999689102}, {'label': 'positive', 'score': 0.013891232199966908}]]
[[{'label': 'negative', 'score': 0.879005491733551}, {'label': 'neutral', 'score': 0.11346805095672607}, {'label': 'positive', 'score': 0.007526401896029711}]]
[[{'label': 'negative', 'score': 0.3369217813014984}, {'label': 'neutral', 'score': 0.62259441614151}, {'label': 'positive', 'score': 0.04048381373286247}]]
[[{'label': 'negative', 'score': 0.0036223377101123333}, {'label': 'neutral', 'score': 0.3894486427307129}, {'label': 'positive', 'score': 0.6069289445877075}]]
[[{'label': 'negative', 'score': 0.018817326053977013}, {'label': 'neutral', 'score': 0.8897971510887146}, {'label': 'positive', 'score': 0.09138558059930801}]]
[[{'label': 'negative', 'score': 0.49367961287498474}, {'label': 'neutral', 'score': 0.44521182775497437}, {'label': 'positive', 'score': 0.06110857054591179}]]
[[{'label': 'negative', 'score': 0.9292811751365662}, {'label': 'neutral', 'score': 0.06588560342788696}, {'label': 'positive', 'score': 0.004833292216062546}]]
[[{'label': 'negative', 'score': 0.02182755060493946}, {'label': 'neutral', 'score': 0.10132269561290741}, {'label': 'positive', 'score': 0.8768497705459595}]]
[[{'label': 'negative', 'score': 0.003012812929227948}, {'label': 'neutral', 'score': 0.020525628700852394}, {'label': 'positive', 'score': 0.9764615297317505}]]
[[{'label': 'negative', 'score': 0.007242925465106964}, {'label': 'neutral', 'score': 0.19153819978237152}, {'label': 'positive', 'score': 0.8012188673019409}]]
[[{'label': 'negative', 'score': 0.9128419756889343}, {'label': 'neutral', 'score': 0.07685056328773499}, {'label': 'positive', 'score': 0.010307477787137032}]]
[[{'label': 'negative', 'score': 0.8281017541885376}, {'label': 'neutral', 'score': 0.15634804964065552}, {'label': 'positive', 'score': 0.015550150536000729}]]
[[{'label': 'negative', 'score': 0.8067226409912109}, {'label': 'neutral', 'score': 0.1809612512588501}, {'label': 'positive', 'score': 0.012316064909100533}]]
[[{'label': 'negative', 'score': 0.582586407661438}, {'label': 'neutral', 'score': 0.3554523289203644}, {'label': 'positive', 'score': 0.06196119636297226}]]
[[{'label': 'negative', 'score': 0.018994228914380074}, {'label': 'neutral', 'score': 0.05532214418053627}, {'label': 'positive', 'score': 0.9256836175918579}]]
[[{'label': 'negative', 'score': 0.457891047000885}, {'label': 'neutral', 'score': 0.5049527883529663}, {'label': 'positive', 'score': 0.03715609759092331}]]
[[{'label': 'negative', 'score': 0.06341801583766937}, {'label': 'neutral', 'score': 0.2409549057483673}, {'label': 'positive', 'score': 0.6956270337104797}]]
[[{'label': 'negative', 'score': 0.8848564624786377}, {'label': 'neutral', 'score': 0.10383317619562149}, {'label': 'positive', 'score': 0.011310446076095104}]]
[[{'label': 'negative', 'score': 0.0021771781612187624}, {'label': 'neutral', 'score': 0.039295494556427}, {'label': 'positive', 'score': 0.9585273861885071}]]
[[{'label': 'negative', 'score': 0.002100979210808873}, {'label': 'neutral', 'score': 0.006911297794431448}, {'label': 'positive', 'score': 0.9909877181053162}]]
[[{'label': 'negative', 'score': 0.010455687530338764}, {'label': 'neutral', 'score': 0.27045583724975586}, {'label': 'positive', 'score': 0.7190884351730347}]]
[[{'label': 'negative', 'score': 0.9147533178329468}, {'label': 'neutral', 'score': 0.0743885487318039}, {'label': 'positive', 'score': 0.010858188383281231}]]
[[{'label': 'negative', 'score': 0.9427054524421692}, {'label': 'neutral', 'score': 0.05211164429783821}, {'label': 'positive', 'score': 0.005182902328670025}]]
[[{'label': 'negative', 'score': 0.7908800840377808}, {'label': 'neutral', 'score': 0.19611208140850067}, {'label': 'positive', 'score': 0.013007884845137596}]]
[[{'label': 'negative', 'score': 0.7134343981742859}, {'label': 'neutral', 'score': 0.2692667841911316}, {'label': 'positive', 'score': 0.01729888655245304}]]
[[{'label': 'negative', 'score': 0.01755436882376671}, {'label': 'neutral', 'score': 0.35039642453193665}, {'label': 'positive', 'score': 0.6320492625236511}]]
[[{'label': 'negative', 'score': 0.8739388585090637}, {'label': 'neutral', 'score': 0.1180238127708435}, {'label': 'positive', 'score': 0.008037261664867401}]]
[[{'label': 'negative', 'score': 0.8626850843429565}, {'label': 'neutral', 'score': 0.12892699241638184}, {'label': 'positive', 'score': 0.008387906476855278}]]
[[{'label': 'negative', 'score': 0.26202237606048584}, {'label': 'neutral', 'score': 0.6509689688682556}, {'label': 'positive', 'score': 0.08700866252183914}]]
[[{'label': 'negative', 'score': 0.022988229990005493}, {'label': 'neutral', 'score': 0.08124364167451859}, {'label': 'positive', 'score': 0.8957681655883789}]]
[[{'label': 'negative', 'score': 0.016977638006210327}, {'label': 'neutral', 'score': 0.6539533138275146}, {'label': 'positive', 'score': 0.3290691375732422}]]
[[{'label': 'negative', 'score': 0.014244607649743557}, {'label': 'neutral', 'score': 0.1509670466184616}, {'label': 'positive', 'score': 0.8347883820533752}]]
[[{'label': 'negative', 'score': 0.9496692419052124}, {'label': 'neutral', 'score': 0.041210561990737915}, {'label': 'positive', 'score': 0.009120145812630653}]]
[[{'label': 'negative', 'score': 0.30394044518470764}, {'label': 'neutral', 'score': 0.6691985726356506}, {'label': 'positive', 'score': 0.026861051097512245}]]
[[{'label': 'negative', 'score': 0.2613180875778198}, {'label': 'neutral', 'score': 0.7160038948059082}, {'label': 'positive', 'score': 0.022678058594465256}]]
[[{'label': 'negative', 'score': 0.0021852522622793913}, {'label': 'neutral', 'score': 0.015839578583836555}, {'label': 'positive', 'score': 0.9819751381874084}]]
[[{'label': 'negative', 'score': 0.014206213876605034}, {'label': 'neutral', 'score': 0.7523620128631592}, {'label': 'positive', 'score': 0.23343172669410706}]]
[[{'label': 'negative', 'score': 0.5371218323707581}, {'label': 'neutral', 'score': 0.4101342558860779}, {'label': 'positive', 'score': 0.05274384468793869}]]
[[{'label': 'negative', 'score': 0.008480588905513287}, {'label': 'neutral', 'score': 0.08534698188304901}, {'label': 'positive', 'score': 0.9061723947525024}]]
[[{'label': 'negative', 'score': 0.005882233381271362}, {'label': 'neutral', 'score': 0.035843174904584885}, {'label': 'positive', 'score': 0.9582745432853699}]]
[[{'label': 'negative', 'score': 0.0038031081203371286}, {'label': 'neutral', 'score': 0.37093043327331543}, {'label': 'positive', 'score': 0.6252664923667908}]]
[[{'label': 'negative', 'score': 0.07441526651382446}, {'label': 'neutral', 'score': 0.8440468907356262}, {'label': 'positive', 'score': 0.0815378800034523}]]
[[{'label': 'negative', 'score': 0.8224884867668152}, {'label': 'neutral', 'score': 0.16765516996383667}, {'label': 'positive', 'score': 0.009856335818767548}]]
[[{'label': 'negative', 'score': 0.8529699444770813}, {'label': 'neutral', 'score': 0.13191227614879608}, {'label': 'positive', 'score': 0.015117773786187172}]]
[[{'label': 'negative', 'score': 0.6953253746032715}, {'label': 'neutral', 'score': 0.28993159532546997}, {'label': 'positive', 'score': 0.014743047766387463}]]
[[{'label': 'negative', 'score': 0.9010086059570312}, {'label': 'neutral', 'score': 0.08878034353256226}, {'label': 'positive', 'score': 0.010211127810180187}]]
[[{'label': 'negative', 'score': 0.9449148178100586}, {'label': 'neutral', 'score': 0.05081266909837723}, {'label': 'positive', 'score': 0.004272509831935167}]]
[[{'label': 'negative', 'score': 0.9367007613182068}, {'label': 'neutral', 'score': 0.05782860144972801}, {'label': 'positive', 'score': 0.005470567848533392}]]
[[{'label': 'negative', 'score': 0.9205372333526611}, {'label': 'neutral', 'score': 0.07221711426973343}, {'label': 'positive', 'score': 0.007245717570185661}]]
[[{'label': 'negative', 'score': 0.8504748940467834}, {'label': 'neutral', 'score': 0.13725516200065613}, {'label': 'positive', 'score': 0.012269914150238037}]]
[[{'label': 'negative', 'score': 0.40471914410591125}, {'label': 'neutral', 'score': 0.3529122471809387}, {'label': 'positive', 'score': 0.24236862361431122}]]
[[{'label': 'negative', 'score': 0.0033064966555684805}, {'label': 'neutral', 'score': 0.006636093370616436}, {'label': 'positive', 'score': 0.9900574088096619}]]
[[{'label': 'negative', 'score': 0.006243900395929813}, {'label': 'neutral', 'score': 0.08468197286128998}, {'label': 'positive', 'score': 0.9090741276741028}]]
[[{'label': 'negative', 'score': 0.9446516633033752}, {'label': 'neutral', 'score': 0.04994835704565048}, {'label': 'positive', 'score': 0.005399972200393677}]]
[[{'label': 'negative', 'score': 0.6708569526672363}, {'label': 'neutral', 'score': 0.3134576976299286}, {'label': 'positive', 'score': 0.01568538509309292}]]
[[{'label': 'negative', 'score': 0.00892223697155714}, {'label': 'neutral', 'score': 0.019672483205795288}, {'label': 'positive', 'score': 0.9714052677154541}]]
[[{'label': 'negative', 'score': 0.879161536693573}, {'label': 'neutral', 'score': 0.11366435140371323}, {'label': 'positive', 'score': 0.00717403506860137}]]
[[{'label': 'negative', 'score': 0.5114882588386536}, {'label': 'neutral', 'score': 0.467406302690506}, {'label': 'positive', 'score': 0.02110547572374344}]]
[[{'label': 'negative', 'score': 0.4316459596157074}, {'label': 'neutral', 'score': 0.4849090874195099}, {'label': 'positive', 'score': 0.08344494551420212}]]
[[{'label': 'negative', 'score': 0.8782273530960083}, {'label': 'neutral', 'score': 0.10507116466760635}, {'label': 'positive', 'score': 0.016701458021998405}]]
[[{'label': 'negative', 'score': 0.0035607304889708757}, {'label': 'neutral', 'score': 0.012876405380666256}, {'label': 'positive', 'score': 0.9835628867149353}]]
[[{'label': 'negative', 'score': 0.0178381260484457}, {'label': 'neutral', 'score': 0.6311632990837097}, {'label': 'positive', 'score': 0.3509986698627472}]]
[[{'label': 'negative', 'score': 0.007712143938988447}, {'label': 'neutral', 'score': 0.9089675545692444}, {'label': 'positive', 'score': 0.08332035690546036}]]
[[{'label': 'negative', 'score': 0.022782552987337112}, {'label': 'neutral', 'score': 0.6599144339561462}, {'label': 'positive', 'score': 0.3173030614852905}]]
[[{'label': 'negative', 'score': 0.8551524877548218}, {'label': 'neutral', 'score': 0.13506348431110382}, {'label': 'positive', 'score': 0.00978398509323597}]]
[[{'label': 'negative', 'score': 0.14687609672546387}, {'label': 'neutral', 'score': 0.5772498250007629}, {'label': 'positive', 'score': 0.2758740782737732}]]
[[{'label': 'negative', 'score': 0.9384636878967285}, {'label': 'neutral', 'score': 0.05570928379893303}, {'label': 'positive', 'score': 0.005827075801789761}]]
[[{'label': 'negative', 'score': 0.019189678132534027}, {'label': 'neutral', 'score': 0.8904133439064026}, {'label': 'positive', 'score': 0.09039703011512756}]]
[[{'label': 'negative', 'score': 0.008412070572376251}, {'label': 'neutral', 'score': 0.8820964097976685}, {'label': 'positive', 'score': 0.10949153453111649}]]
[[{'label': 'negative', 'score': 0.049579888582229614}, {'label': 'neutral', 'score': 0.8002040386199951}, {'label': 'positive', 'score': 0.1502160280942917}]]
[[{'label': 'negative', 'score': 0.8185765743255615}, {'label': 'neutral', 'score': 0.1721402406692505}, {'label': 'positive', 'score': 0.009283119812607765}]]
[[{'label': 'negative', 'score': 0.0029427444096654654}, {'label': 'neutral', 'score': 0.00958202499896288}, {'label': 'positive', 'score': 0.9874752163887024}]]
[[{'label': 'negative', 'score': 0.6784870028495789}, {'label': 'neutral', 'score': 0.28370413184165955}, {'label': 'positive', 'score': 0.037808857858181}]]
[[{'label': 'negative', 'score': 0.014069239608943462}, {'label': 'neutral', 'score': 0.4659396708011627}, {'label': 'positive', 'score': 0.5199910998344421}]]
[[{'label': 'negative', 'score': 0.8831488490104675}, {'label': 'neutral', 'score': 0.11033950001001358}, {'label': 'positive', 'score': 0.006511663552373648}]]
[[{'label': 'negative', 'score': 0.5896375179290771}, {'label': 'neutral', 'score': 0.38588929176330566}, {'label': 'positive', 'score': 0.02447315864264965}]]
[[{'label': 'negative', 'score': 0.2106124460697174}, {'label': 'neutral', 'score': 0.7464339733123779}, {'label': 'positive', 'score': 0.04295362904667854}]]
[[{'label': 'negative', 'score': 0.46127474308013916}, {'label': 'neutral', 'score': 0.40906569361686707}, {'label': 'positive', 'score': 0.12965960800647736}]]
[[{'label': 'negative', 'score': 0.035351648926734924}, {'label': 'neutral', 'score': 0.9220775365829468}, {'label': 'positive', 'score': 0.042570751160383224}]]
[[{'label': 'negative', 'score': 0.4261024296283722}, {'label': 'neutral', 'score': 0.4146493077278137}, {'label': 'positive', 'score': 0.1592482477426529}]]
[[{'label': 'negative', 'score': 0.5503562688827515}, {'label': 'neutral', 'score': 0.4078057110309601}, {'label': 'positive', 'score': 0.04183799773454666}]]
[[{'label': 'negative', 'score': 0.0757182240486145}, {'label': 'neutral', 'score': 0.7990787625312805}, {'label': 'positive', 'score': 0.12520304322242737}]]
[[{'label': 'negative', 'score': 0.0028188168071210384}, {'label': 'neutral', 'score': 0.0316879078745842}, {'label': 'positive', 'score': 0.9654932618141174}]]
[[{'label': 'negative', 'score': 0.3377786874771118}, {'label': 'neutral', 'score': 0.6354172825813293}, {'label': 'positive', 'score': 0.026804020628333092}]]
[[{'label': 'negative', 'score': 0.6207479238510132}, {'label': 'neutral', 'score': 0.35653623938560486}, {'label': 'positive', 'score': 0.0227158535271883}]]
[[{'label': 'negative', 'score': 0.059254974126815796}, {'label': 'neutral', 'score': 0.5494187474250793}, {'label': 'positive', 'score': 0.39132624864578247}]]
[[{'label': 'negative', 'score': 0.007712759077548981}, {'label': 'neutral', 'score': 0.8937865495681763}, {'label': 'positive', 'score': 0.09850067645311356}]]
[[{'label': 'negative', 'score': 0.9104108810424805}, {'label': 'neutral', 'score': 0.08264102786779404}, {'label': 'positive', 'score': 0.006948024034500122}]]
[[{'label': 'negative', 'score': 0.003350574057549238}, {'label': 'neutral', 'score': 0.018809638917446136}, {'label': 'positive', 'score': 0.9778398275375366}]]
[[{'label': 'negative', 'score': 0.0048271422274410725}, {'label': 'neutral', 'score': 0.0479460284113884}, {'label': 'positive', 'score': 0.947226881980896}]]
[[{'label': 'negative', 'score': 0.0065096355974674225}, {'label': 'neutral', 'score': 0.018469983711838722}, {'label': 'positive', 'score': 0.9750203490257263}]]
[[{'label': 'negative', 'score': 0.4324128329753876}, {'label': 'neutral', 'score': 0.5537025332450867}, {'label': 'positive', 'score': 0.013884587213397026}]]
[[{'label': 'negative', 'score': 0.0034894722048193216}, {'label': 'neutral', 'score': 0.01932746358215809}, {'label': 'positive', 'score': 0.9771829843521118}]]
[[{'label': 'negative', 'score': 0.01974474824965}, {'label': 'neutral', 'score': 0.8449896574020386}, {'label': 'positive', 'score': 0.13526566326618195}]]
[[{'label': 'negative', 'score': 0.07086304575204849}, {'label': 'neutral', 'score': 0.44522643089294434}, {'label': 'positive', 'score': 0.4839105010032654}]]
[[{'label': 'negative', 'score': 0.6069121956825256}, {'label': 'neutral', 'score': 0.37308213114738464}, {'label': 'positive', 'score': 0.020005682483315468}]]
[[{'label': 'negative', 'score': 0.24411369860172272}, {'label': 'neutral', 'score': 0.7007330060005188}, {'label': 'positive', 'score': 0.055153269320726395}]]
[[{'label': 'negative', 'score': 0.4309100806713104}, {'label': 'neutral', 'score': 0.5078643560409546}, {'label': 'positive', 'score': 0.061225615441799164}]]
[[{'label': 'negative', 'score': 0.04629770293831825}, {'label': 'neutral', 'score': 0.670493483543396}, {'label': 'positive', 'score': 0.28320878744125366}]]
[[{'label': 'negative', 'score': 0.9478065967559814}, {'label': 'neutral', 'score': 0.04509119316935539}, {'label': 'positive', 'score': 0.007102108560502529}]]
[[{'label': 'negative', 'score': 0.005845360923558474}, {'label': 'neutral', 'score': 0.04635857045650482}, {'label': 'positive', 'score': 0.9477960467338562}]]
[[{'label': 'negative', 'score': 0.7449588179588318}, {'label': 'neutral', 'score': 0.22110773622989655}, {'label': 'positive', 'score': 0.0339333638548851}]]
[[{'label': 'negative', 'score': 0.8861527442932129}, {'label': 'neutral', 'score': 0.09636976569890976}, {'label': 'positive', 'score': 0.01747751422226429}]]
[[{'label': 'negative', 'score': 0.13001003861427307}, {'label': 'neutral', 'score': 0.7221534252166748}, {'label': 'positive', 'score': 0.14783653616905212}]]
[[{'label': 'negative', 'score': 0.22676675021648407}, {'label': 'neutral', 'score': 0.6365939378738403}, {'label': 'positive', 'score': 0.1366392970085144}]]
[[{'label': 'negative', 'score': 0.8084274530410767}, {'label': 'neutral', 'score': 0.1786879301071167}, {'label': 'positive', 'score': 0.012884685769677162}]]
[[{'label': 'negative', 'score': 0.8097255825996399}, {'label': 'neutral', 'score': 0.17873187363147736}, {'label': 'positive', 'score': 0.011542554944753647}]]
[[{'label': 'negative', 'score': 0.48257094621658325}, {'label': 'neutral', 'score': 0.419467955827713}, {'label': 'positive', 'score': 0.09796109795570374}]]
[[{'label': 'negative', 'score': 0.0035704276524484158}, {'label': 'neutral', 'score': 0.6715987920761108}, {'label': 'positive', 'score': 0.3248308300971985}]]
[[{'label': 'negative', 'score': 0.003033473389223218}, {'label': 'neutral', 'score': 0.02207084745168686}, {'label': 'positive', 'score': 0.974895715713501}]]
[[{'label': 'negative', 'score': 0.3866135776042938}, {'label': 'neutral', 'score': 0.5582229495048523}, {'label': 'positive', 'score': 0.05516347289085388}]]
[[{'label': 'negative', 'score': 0.004760719835758209}, {'label': 'neutral', 'score': 0.637305736541748}, {'label': 'positive', 'score': 0.35793349146842957}]]
[[{'label': 'negative', 'score': 0.7081178426742554}, {'label': 'neutral', 'score': 0.2779361307621002}, {'label': 'positive', 'score': 0.01394604705274105}]]
[[{'label': 'negative', 'score': 0.9216474890708923}, {'label': 'neutral', 'score': 0.07085072249174118}, {'label': 'positive', 'score': 0.007501720916479826}]]
